refcode,chemical_name,color,doi,authors,journal,first_page,volume,date,simplified_color
AVUHIJ,"catena-(bis(μ3-Benzene-1,3,5-tricarboxylato)-tris(μ2-1,1'-(biphenyl-4,4'-diylbis(methylene))bis(1H-1,2,4-triazole))-diaqua-tri-cobalt hexahydrate)",purple,10.1021/cg101494t,"Yajuan Mu, Junhong Fu, Yajing Song, Zhen Li, Hongwei Hou, Yaoting Fan",Crystal Growth and Design,2183,11,2011-09-23,purple
AWAGEL,"catena-((μ3-tris(4-Imidazolylphenyl)amine)-(2-(4-carboxybenzylamino)benzoato-O,O')-cadmium)",colorless,,"Hua Wu, Hai-Yan Liu, Jin Yang, Bo Liu, Jian-Fang Ma, Ying-Ying Liu, Yun-Yu Liu",Crystal Growth and Design,2317,11,2011-11-07,colorless
KOHKOI,"catena-[octakis(μ6-Benzene-1,3,5-tris(4-benzoato))-tetrakis(μ5-hydrogen benzene-1,3,5-tris(4-benzoato))-octakis(μ3-hydroxo)-diaqua-di-potassium-nonadeca-zinc(ii) dimethylformamide ethanol solvate hydrate]",yellow,10.1039/b809069f,"Lei Hou, Jie-Peng Zhang, Xiao-Ming Chen, S.W.Ng",Chemical Communications,4019,,2009-02-26,yellow
KOJZUF,"catena-(bis(μ4-3,3'-Dimethylbiphenyl-4,4'-dicarboxylato)-bis(N,N-dimethylformamide)-di-copper)",blue,10.1021/ja803783c,"H.Furukawa, Jaheon Kim, N.W.Ockwig, M.O'Keeffe, O.M.Yaghi",Journal of the American Chemical Society,11650,130,2009-02-26,blue
KOLYUH,"catena-[bis(μ-1,1'-anthracene-9,10-diylbis(1H-1,2,4-triazole))-diaqua-copper bis(tetrafluoroborate) unknown solvate]",colorless,10.1021/ic500183b,"Ju-Yan Liu, Qian Wang, Li-Jun Zhang, Bin Yuan, Yao-Yao Xu, Xin Zhang, Cong-Ying Zhao, Dan Wang, Yue Yuan, Ying Wang, Bin Ding, Xiao-Jun Zhao, Min Min Yue",Inorganic Chemistry,5972,53,2014-07-04,colorless
KOMDAT,catena-(bis(bis(μ3-tris(4-(Imidazol-1-yl)phenyl)amine)-dichloro-di-zinc) tri-iodide unknown solvate),,10.1002/chem.201402211,"Shuai Yuan, Yong-Kai Deng, Di Sun",Chemistry-A European Journal,10093,20,2014-07-04,
KOMHAW,"catena-(tetrakis(μ3-3-Amino-1,2,4-triazolato)-(μ2-carbonato-O,O')-(μ2-oxalato)-diaqua-tetra-zinc(ii) monohydrate)",colorless,10.1021/cg800289c,"Yan-Yong Lin, Yue-Biao Zhang, Jie-Peng Zhang, Xiao-Ming Chen",Crystal Growth and Design,3673,8,2009-02-26,colorless
KOMHEB,catena-[hexakis(μ3-Oxydiacetato)-hexa-aqua-tri-cadmium-di-praseodymium(iii) nonahydrate],,10.1021/ic403080n,"Xiao-feng Huang, Jing-xin Ma, Wei-sheng Liu",Inorganic Chemistry,5922,53,2014-07-04,
KORMOV,catena-[(μ7-5-((4-carboxylatobenzyl)oxy)isophthalato)-(μ3-hydroxo)-aqua-di-cobalt sesquihydrate],pink,10.1002/ejic.201402737,"Yuan-Chun He, Xiaoying Zhang, Ying-Ying Liu, Hai-Yan Liu, Jian-Fang Ma",European Journal of Inorganic Chemistry,6205,,2014-11-26,pink
KOSJAF,"catena-[(μ-4,6-dioxidoisophthalato)-di-cobalt deuterium]",,10.1021/ja506230r,"M.T.Kapelewski, S.J.Geier, M.R.Hudson, D.Stuck, J.A.Mason, J.N.Nelson, D.J.Xiao, Z.Hulvey, E.Gilmour, S.A.FitzGerald, M.Head-Gordon, C.M.Brow, J.Long",Journal of the American Chemical Society,12119,136,2014-11-26,
KOSJEJ,"catena-[(μ-4,6-dioxidoisophthalato)-di-cobalt deuterium]",,10.1021/ja506230r,"M.T.Kapelewski, S.J.Geier, M.R.Hudson, D.Stuck, J.A.Mason, J.N.Nelson, D.J.Xiao, Z.Hulvey, E.Gilmour, S.A.FitzGerald, M.Head-Gordon, C.M.Brow, J.Long",Journal of the American Chemical Society,12119,136,2014-11-26,
KOSLAH,"catena-[(μ-2,5-dioxyidoterephthalato)-di-cobalt deuterium]",,10.1021/ja506230r,"M.T.Kapelewski, S.J.Geier, M.R.Hudson, D.Stuck, J.A.Mason, J.N.Nelson, D.J.Xiao, Z.Hulvey, E.Gilmour, S.A.FitzGerald, M.Head-Gordon, C.M.Brow, J.Long",Journal of the American Chemical Society,12119,136,2014-11-26,
KOSLEL,"catena-[(μ-4,6-dioxyidoisophthalato)-di-nickel deuterium]",,10.1021/ja506230r,"M.T.Kapelewski, S.J.Geier, M.R.Hudson, D.Stuck, J.A.Mason, J.N.Nelson, D.J.Xiao, Z.Hulvey, E.Gilmour, S.A.FitzGerald, M.Head-Gordon, C.M.Brow, J.Long",Journal of the American Chemical Society,12119,136,2014-11-26,
KOSMAI,"catena-[(μ-4,6-dioxyidoisophthalato)-di-cobalt hydrogen]",,10.1021/ja506230r,"M.T.Kapelewski, S.J.Geier, M.R.Hudson, D.Stuck, J.A.Mason, J.N.Nelson, D.J.Xiao, Z.Hulvey, E.Gilmour, S.A.FitzGerald, M.Head-Gordon, C.M.Brow, J.Long",Journal of the American Chemical Society,12119,136,2014-11-26,
KOTSIX,"catena-[bis(μ4-5-carboxybenzene-1,2,4-tricarboxylato)-(μ4-benzene-1,2,4,5-tetracarboxylato)-(μ2-2,5-dicarboxybenzene-1,4-dicarboxylato)-bis(μ2-4-(pyridin-4-yl)-N,N-bis(4-(pyridin-4-yl)phenyl)aniline)-hexaaqua-hexa-zinc N,N-dimethylacetamide solvate heptahydrate]",orange,10.1039/C4DT02811B,"Fandian Meng, Mingdao Zhang, Kang Shen, Yizhi Li, Hegen Zheng",Dalton Transactions,1412,44,2014-11-26,orange
KUFVAK,"catena-[(μ-biphenyl-3,3',5,5'-tetracarboxylato)-bis(N,N-dimethylformamide)-di-manganese N,N-dimethylformamide solvate monohydrate]",,10.1007/s11426-014-5153-4,"QingGuo Meng, FangNa Dai, LiangLiang Zhang, RongMing Wang, DaoFeng Sun",Science China Chemistry,1507,57,2015-04-13,
KUGCOF,catena-(Piperazinedi-ium tetrakis(μ5-sulfito)-cadmium(ii)-tetra-copper(i)),colorless,10.1021/ic900487j,"Pei-Xin Li, Chun-Li Hu, Qi-Pu Lin, Na Zhao, Jiang-Gao Mao",Inorganic Chemistry,5454,48,2010-04-15,colorless
KUKPUD,"catena-[tetrakis(μ-chloro)-tetrakis(μ-4-(4H-1,2,4-triazol-4-yl)benzoato)-tetra-copper N,N-dimethylformamide 1,4-dioxane solvate trihydrate]",green,10.1039/C5DT00994D,"Di-Ming Chen, Jian-Gong Ma, Peng Cheng",Dalton Transactions,8926,44,2015-04-15,green
KULLAG,"catena-[tris(μ-4,4',4''-(benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoato)-(μ-aqua)-(μ-hydroxo)-tetrakis(N,N-dimethylformamide)-penta-cobalt unknown solvate]",violet,10.1016/j.molstruc.2015.02.073,"Guihong Yu, Shucai Gan",Journal of Molecular Structure,159,1091,2015-04-16,violet
KUQXIE,"catena-[tetraaqua-(μ7-pyridine-2,3,5,6-tetracarboxylato)-di-cadmium(ii) monohydrate]",colorless,10.1107/S0108270110008085,"Sitang Yan, Lianxu Shi, Chuande Wu","Acta Crystallographica,Section C: Crystal Structure Communications",m110,66,2010-05-25,colorless
KUTDAG,"catena-(octakis(μ-3,3'-(cyclohexane-1,2-diylbis(nitrilomethylylidene))bis(5-t-butyl-4-hydroxybenzoato))-hexakis(N,N-dimethylformamide)-octa-cadmium-octa-cobalt octakis(acetate) N,N-dimethylformamide solvate)",purple,10.1021/ja302340b,"Chengfeng Zhu, Guozan Yuan, Xu Chen, Zhiwei Yang, Yong Cui",Journal of the American Chemical Society,8058,134,2015-09-22,purple
KUTRUO,catena-((μ-aqua)-dodecaaqua-di-sodium bis(tris(μ-4-((pyridin-2-ylcarbonyl)amino)benzoato)-cobalt(iii)-zinc(ii)) heptahydrate),red,10.1021/acs.cgd.5b00697,"S.Srivastava, H.Aggarwal, R.Gupta",Crystal Growth and Design,4110,15,2015-09-22,red
KUXLUL,"catena-((μ5-5-sulfoisophthalato)-(μ3-hydroxo)-(N,N-dimethylformamide)-di-copper(ii) N,N-dimethylformamide solvate)",blue,10.5012/bkcs.2008.29.12.2540,"Hak Rim Jeon, Dong Won Min, Youjin Oh, Eunsung Lee, YouJin Kim, Duk-Young Jung, Jaheon Kim",Bulletin of the Korean Chemical Society,2540,29,2010-09-24,blue
KUXSAZ,catena-[tris(μ4-terephthalato)-(μ3-oxido)-(4-cyanopyridine)-fluoro-hydroxy-tri-iron unknown solvate],black,10.1038/ncomms9348,"Yong-Sheng Wei, Mei Zhang, Pei-Qin Liao, Rui-Biao Lin, Tai-Yang Li, Guang Shao, Jie-Peng Zhang, Xiao-Ming Chen",Nature Communications,8348,6,2015-09-23,black
KUYPIF,"catena-[(μ-4'-(tetrazolato)biphenyl-3,5-dicarboxylato)-(μ-hydroxo)-di-zinc dihydrate]",,10.1016/j.inoche.2015.12.004,"Xiaofang Wang, Ming Xue, Gang Wu, Ying Pan, Shilun Qiu",Inorganic Chemistry Communications,31,64,2016-01-18,
LABQAI,catena-((μ4-([(4-carboxybenzyl)ammonio]methyl)phosphonato)-(μ4-4-([(phosphonatomethyl)ammonio]methyl)benzoato)-(μ4-4-([(phosphonatomethyl)amino]methyl)benzoato)-di-aqua-di-europium tetrahydrate),colorless,10.1021/ic901621x,"Tian-Hua Zhou, Fei-Yan Yi, Pei-Xin Li, Jiang-Gao Mao",Inorganic Chemistry,905,49,2011-03-25,colorless
LABRUE,"catena-[hemikis(Tetra-aqua-bis(N,N-dimethylformamide)-cobalt(ii)) bis(μ5-1,3,5-tris(4-carboxylatophenyl)benzene)-(μ3-hydroxo)-(μ2-1,2-bis(4-pyridyl)ethene)-tri-cobalt(ii) unknown solvate monohydrate]",blue,10.1002/anie.201509643,"P.Manna, J.Debgupta, S.Bose, S.K.Das","Angewandte Chemie, International Edition",2425,55,2016-02-15,blue
LACGAZ,"catena-[(μ6-1,3-Benzenedicarboxylato)-(μ4-1,3-benzenedicarboxylato)-dimethylsulfoxide-calcium-lead]",colorless,10.1039/c004010j,"Jian-Di Lin, Shu-Ting Wu, Zhi-Hua Li, Shao-Wu Du",CrystEngComm,4252,12,2011-03-15,colorless
LADKEJ,"catena-[bis(4,4'-(ethane-1,2-diyl)di(pyridin-1-ium)) bis(μ-benzene-1,2,3,4,5-pentacarboxylato)-(μ-4,4'-(ethane-1,2-diyl)dipyridine)-(μ-oxalato)-tetra-cadmium tetrahydrate]",red,10.1016/j.molstruc.2016.02.010,"M.R.Shimpi, S.N.Biswas, S.Sarkar, V.R.Pedireddi",Journal of Molecular Structure,38,1114,2016-02-16,red
LAGNAK,"catena-((μ4-terephthalato)-bis(μ2-terephthalato)-bis(imidazolidin-2-one)-bis(1,3-dimethyltetrahydropyrimidin-2(1H)-one)-di-yttrium(iii))",,10.1002/anie.201003900,"Jian Zhang, J.T.Bu, Shumei Chen, Tao Wu, Shoutian Zheng, Yigang Chen, R.A.Nieto, Pingyun Feng, Xianhui Bu","Angewandte Chemie, International Edition",8876,49,2011-01-12,
LAGNIS,"catena-((μ4-terephthalato)-bis(μ2-terephthalato)-bis(imidazolidin-2-one)-bis(N,N-dimethylformamide)-di-yttrium(iii))",,10.1002/anie.201003900,"Jian Zhang, J.T.Bu, Shumei Chen, Tao Wu, Shoutian Zheng, Yigang Chen, R.A.Nieto, Pingyun Feng, Xianhui Bu","Angewandte Chemie, International Edition",8876,49,2011-01-12,
LAGWEX,catena-(bis(μ5-terephthalato)-(μ4-terephthalato)-diaqua-tri-cadmium N-N-dimethylformamide solvate),,10.1002/anie.201003900,"Jian Zhang, J.T.Bu, Shumei Chen, Tao Wu, Shoutian Zheng, Yigang Chen, R.A.Nieto, Pingyun Feng, Xianhui Bu","Angewandte Chemie, International Edition",8876,49,2011-01-12,
LAGWUN,"catena-((μ7-benzene-1,2,4-tricarboxylato)-(μ5-benzene-1,2,4-tricarboxylato)-bis(μ3-hydroxo)-diaqua-tetra-zinc)",,10.1002/anie.201003900,"Jian Zhang, J.T.Bu, Shumei Chen, Tao Wu, Shoutian Zheng, Yigang Chen, R.A.Nieto, Pingyun Feng, Xianhui Bu","Angewandte Chemie, International Edition",8876,49,2011-01-12,
LAHTUM,"catena-[(μ7-1,1':3',1''-Terphenyl-4,4',4'',6'-tetracarboxylato)-(μ2-4,4'-bipyridine)-aqua-(N,N-dimethylformamide)-di-cadmium N,N-dimethylformamide solvate trihydrate]",colorless,10.1021/acs.inorgchem.5b02645,"T.K.Pal, N.Chatterjee, P.K.Bharadwaj",Inorganic Chemistry,1741,55,2016-02-17,colorless
LAHYOL,"catena-[pentakis(μ-3,3'-anthracene-9,10-diyldiacrylato)-triaqua-bis(ethanol)-penta-barium N,N-dimethylformamide solvate]",,10.1021/acs.inorgchem.5b02693,"Rongming Wang, Xiaobin Liu, Ao Huang, Wen Wang, Zhenyu Xiao, Liangliang Zhang, Fangna Dai, Daofeng Sun",Inorganic Chemistry,1782,55,2016-02-17,
LAJJAK,"catena-(bis(μ3-1,2,4-Triazolato)-(μ2-isophthalato)-di-zinc bis(imidazolidin-2-one))",colorless,10.1080/15533174.2014.989616,"Yan-Hui Qiao, Zhe An","Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry",936,46,2016-02-17,colorless
LAKFIN,"catena-(bis(μ3-2,4,6-tris(4-pyridyl)triazine)-hexaiodo-tri-zinc perylene bis(azulene) bis(cyclohexane) clathrate)",yellow,10.1002/anie.200462201,"O.Ohmori, M.Kawano, M.Fujita","Angewandte Chemie, International Edition",1962,44,2005-08-11,yellow
LALPOF,"catena-((μ4-1,2-bis(4-amino-5-(carboxylatomethylthio)-1,2,4-triazol-3-yl)ethane-O,O,O',O'',O'',O''')-(μ4-1,2-bis(4-amino-5-(carboxylatomethylthio)-1,2,4-triazol-3-yl)ethane-O,O',O'',O''')-(μ2-1,2-bis(4-amino-5-(carboxylatomethylthio)-1,2,4-triazol-3-yl)ethane-O,O',O'',O''')-tetraaqua-di-cerium(iii) decahydrate)",,10.1016/j.jssc.2010.07.043,"Wenjuan Chu, Yong He, Qinghuan Zhao, Yaoting Fan, Hongwei Hou",Journal of Solid State Chemistry,2298,183,2011-03-21,
LARNEA,"catena-[bis(dimethylammonium) tetrakis(μ-furan-2,5-dicarboxylato)-tri-cadmium(ii) N,N-dimethylformamide solvate]",colorless,10.1080/15533174.2016.1186086,"Huimin Li, Shasha Li, Yuanrui Wang, Yafeng Li, Qian Qiao",Inorganic and Nano-Metal Chemistry,1186,47,2017-04-04,colorless
LARPEC,"catena-[bis(μ-benzene-1,2,4,5-tetracarboxylato)-tris(N,N-dimethylformamide)-tetra-zinc(ii)]",colorless,10.1080/24701556.2016.1241271,"Yanli Dong, Pingping Zhou",Inorganic and Nano-Metal Chemistry,1028,47,2017-04-04,colorless
LARXUA,"catena-[bis(μ-3,3',3''-[benzene-1,3,5-triyltri(4,1-phenylene)]tri(prop-2-enoato))-triaqua-tri-copper unknown solvate]",blue,10.1021/acs.cgd.7b00188,"Min Zhao, Sha Ou, Chuan-De Wu",Crystal Growth and Design,2688,17,2017-04-05,blue
LASRIJ,"catena-(bis(tetraphenylphosphonium) (μ-bromo)-tris(μ-hydrogen 2,2-dioxypropane-1,3-dioato)-cobalt-tri-copper)",blue,10.1039/C7DT00594F,"B.Gil-Hernandez, A.J.Calahorro, P.Gili, J.Sanchiz",Dalton Transactions,5260,46,2017-04-05,blue
LASWEJ,"catena-[(μ5-Benzene-1,2,4,5-tetracarboxylato)-bis(μ2-4,4'-bipyridine)-(N,N-dimethylformamide)-di-cobalt(ii) N,N-dimethylformamide solvate trihydrate]",orange-red,10.1039/c2ce05586d,"Ping Song, Bin Liu, Yaoqi Li, Junzhi Yang, Zheming Wang, Xingguo Li",CrystEngComm,2296,14,2012-05-09,orange-red
LATBUG,"catena-[tris(μ-4,4',4'',4'''-[1,4-phenylenebis(pyridine-4,2,6-triyl)]tetrabenzoato)-bis(μ-oxo)-hexa-aqua-hexa-iron unknown solvate]",orange,10.1002/anie.201701217,"Jun-Hao Wang, Ying Zhang, Mian Li, Shu Yan, Dan Li, Xian-Ming Zhang","Angewandte Chemie, International Edition",6478,56,2017-04-06,orange
LATCIS,catena-(tris(μ2-Cyano)-diaqua-cadmium bis(isopropanol) clathrate),colorless,,"Jaheon Kim, Dongmok Whang, Jong In Lee, K.Kim","Journal of the Chemical Society, Chemical Communications [1972-1995]",1400,,1994-03-15,colorless
LATYOX,"catena-(bis(μ-4,4'-bipyridinium-N,N'-diacetato)-zinc bis(iodide))",reddish,10.1039/C7CC00495H,"Jian-Jun Liu, Ying-Fang Guan, Ling Li, Yong Chen, Wen-Xin Dai, Chang-Cang Huang, Mei-Jin Lin",Chemical Communications,4481,53,2017-04-06,reddish
LAVDOE,"catena-(bis(μ-hydrogen 2-(4-methoxyphenyl)-4,5-dicarboxylatoimidazolato)-aqua-ethanol-di-cadmium ethanol solvate monohydrate)",colorless,10.1080/10610278.2016.1202414,"Xi Liang, Jing Wang, Qi Wang, Qingxia Zhang, Gang Li",Supramolecular Chemistry,237,29,2017-04-06,colorless
LAVTAF,"catena-((μ6-benzene-1,3,5-tricarboxylato)-aqua-terbium N,N-dimethylformamide solvate)",colorless,10.1021/ic101294s,"Hai-Long Jiang, N.Tsumori, Qiang Xu",Inorganic Chemistry,10001,49,2012-04-09,colorless
LAVTIN,"catena-((μ6-benzene-1,3,5-tricarboxylato)-aqua-erbium N,N-dimethylformamide solvate)",pink,10.1021/ic101294s,"Hai-Long Jiang, N.Tsumori, Qiang Xu",Inorganic Chemistry,10001,49,2012-04-10,pink
LAVTOT,"catena-((μ6-benzene-1,3,5-tricarboxylato)-aqua-erbium N,N-dimethylformamide solvate)",pink,10.1021/ic101294s,"Hai-Long Jiang, N.Tsumori, Qiang Xu",Inorganic Chemistry,10001,49,2012-04-10,pink
LAWGAS,"catena-(tris(μ4-1,4-Benzenedicarboxylato)-(μ4-oxo)-tetra-zinc argon clathrate)",colorless,10.1126/science.1113247,"J.L.C.Rowsell, E.C.Spencer, J.Eckert, J.A.K.Howard, O.M.Yaghi",Science,1350,309,2005-12-01,colorless
LAWHEZ01,"catena-(heptakis(μ-4,5-dicarboxylato-2-methylimidazolato)-bis(4,4'-bipyridine)-hepta-aqua-tri-europium(iii)-hexa-zinc(ii) unknown solvate)",,10.1021/acs.inorgchem.6b02851,"Xun Feng, Yuquan Feng, Nan Guo, Yiling Sun, Tian Zhang, Lufang Ma, Liya Wang",Inorganic Chemistry,1713,56,2017-04-07,
LAWHUP,"catena-((μ-sulfido)-hexakis(μ-2,1,3-benzothiadiazole-4,7-dicarboxylato)-hexa-cadmium(ii) hexahydrate)",colorless,10.1021/acs.inorgchem.6b02863,"Qing Cheng, Xiao Han, Yue Tong, Chao Huang, Jie Ding, Hongwei Hou",Inorganic Chemistry,1696,56,2017-04-07,colorless
LAYGAV,"catena-[(μ4-Biphenyl-4,4'-dicarboxylato-O,O',O'',O''')-bis(μ4-biphenyl-4,4'-dicarboxylato-O,O,O',O'',O'',O''')-(μ2-1,1'-benzene-1,3-diylbis(1H-imidazole))-tri-cobalt(ii) N,N-dimethylformamide solvate monohydrate]",violet,10.1016/j.poly.2012.06.065,"L.Schlechte, V.Bon, N.Klein, R.Grunker, N.Klein, I.Senkovska, S.Kaskel",Polyhedron,179,44,2012-11-07,violet
LAZGOK,"catena-[bis(μ6-1,3,5-Triazine-2,4,6-triamine acetic acid pentaacetate)-decaaqua-penta-copper unknown solvate]",,10.1007/s11243-011-9548-1,"Xiang Jiang, Lin Lin, Yu-fang Zhu, Hua Xia",Transition Metal Chemistry,901,36,2012-11-16,
LAZJAZ,"catena-[(μ4-tetrakis(4-Pyridyloxymethyl)methane)-bis(μ2-5-hydroxybenzene-1,3-dicarboxylato)-di-zinc dimethylformamide solvate dihydrate]",colorless,10.1021/cg201362x,"Jin-Song Hu, Xiao-Qiang Yao, Ming-Dao Zhang, Ling Qin, Yi-Zhi Li, Zi-Jian Guo, He-Gen Zheng, Zi-Ling Xue",Crystal Growth and Design,3426,12,2012-12-31,colorless
LAZLEF,"catena-[(μ4-bis(4,4'-Dipyridylaminophenylene)butadiyne)-bis(μ4-sulfato-O,O,O',O'',O''')-bis(μ4-sulfato-O,O,O',O'')-bis(μ3-bis(4,4'-dipyridylaminophenylene)butadiyne)-bis(μ3-sulfato)-hexa-cadmium acetonitrile solvate]",,10.1021/cg201655n,"Caixia Ding, Xing Li, Yubin Ding, Xin Li, S.W.Ng, Yongshu Xie",Crystal Growth and Design,3465,12,2012-12-31,
LEGGEK,"catena-[tetrakis(μ3-1,2,4-Triazolyl)-(μ2-benzene-1,4-dicarboxylato-O,O',O'',O''')-(μ2-benzene-1,4-dicarboxylato-O,O')-bis(μ2-1,2,4-triazole)-tetra-zinc(ii) tetrahydrate]",colorless,10.1021/cm051829l,"Hyunsoo Park, D.M.Moureau, J.B.Parise",Chemistry of Materials,525,18,2006-07-10,colorless
LELDOX,"catena-((μ8-9,9'-(2,5-dimethoxybenzene-1,4-diyl)bis(9H-carbazole-3,6-dicarboxylato))-diaqua-di-copper(ii) unknown solvate)",green,10.1039/c2dt32479b,"Weigang Lu, Daqiang Yuan, T.A.Makal, Zhangwen Wei, Jian-Rong Li, Hong-Cai Zhou",Dalton Transactions,1708,42,2013-04-24,green
LEQCAN,"catena-((μ16-4',4''',4''''',4'''''''-Ethene-1,1,2,2-tetrayltetrakis(((1,1'-biphenyl)-3,5-dicarboxylate)))-tetrakis(N,N-dimethylformamide)-tetra-copper unknown solvate)",green,10.1021/ic3019937,"Zhangwen Wei, Weigang Lu, Hai-Long Jiang, Hong-Cai Zhou",Inorganic Chemistry,1164,52,2013-04-24,green
LEQQII,"catena-(bis(μ2-4,4'-Bipyridine-N,N')-(μ2-1,1,2,2-tetra-acetylethane-O,O',O'',O''')-diaqua-bis(nitrato-O)-di-copper(ii) hydrate)",green,10.1021/cg060534x,"B.S.Luisi, V.Ch.Kravtsov, B.D.Moulton",Crystal Growth and Design,2207,6,2007-03-05,green
LEQVIN,"catena-((N-(2-Ammonioethyl)-1,3-propanediammonium) hexakis(μ3-hydrogen phosphito-O,O',O'')-tri-iron(iii) trihydrate)",,10.1021/ic060815u,"U.-Chan Chung, J.L.Mesa, J.L.Pizarro, J.Rodriguez-Fernandez, J.S.Marcos, J.S.Garitaonandia, M.I.Arriortua, T.Rojo",Inorganic Chemistry,8965,45,2007-03-05,
LERNAY,catena-((μ6-Malato)-(μ3-isonicotinato)-di-cobalt(ii) dihydrate clathrate),purple,10.1039/b603337g,"Ming-Hua Zeng, Xiao-Long Feng, Wei-Xiong Zhang, Xiao-Ming Chen",Dalton Transactions,5294,,2007-03-05,purple
LEVPAF,"catena-[bis(μ2-3-(2-Hydroxyphenyl)acrylato)-(μ2-4,4'-bipyridyl)-bis(3-(2-hydroxyphenyl)acrylato)-di-zinc hydrate]",colorless,10.1039/c2cc37140e,"Gui-lei Liu, Yong-jie Qin, Lei Jing, Gui-yuan Wei, Hui Li",Chemical Communications,1699,49,2013-04-24,colorless
LEWMUX,"catena-[(μ8-3,3',3'',3'''-Silanetetrayltetrabenzoato)-bis(N,N-dimethylformamide-O)-di-cadmium(ii) tetrahydrate]",colorless,10.1039/C2RA20384G,"Xiaoliang Zhao, Liangliang Zhang, Huiqing Ma, Di Sun, Dengxu Wang, Shengyu Feng, Daofeng Sun",RSC Advances,5543,2,2013-05-26,colorless
LEWTUD01,catena-((μ6-Malato)-(μ3-isonicotinato)-di-cobalt(ii) methanol clathrate),purple,10.1039/b603337g,"Ming-Hua Zeng, Xiao-Long Feng, Wei-Xiong Zhang, Xiao-Ming Chen",Dalton Transactions,5294,,2007-03-05,purple
LEWVAL,catena-((μ6-Malato)-(μ3-isonicotinato)-di-cobalt(ii)),purple,10.1039/b603337g,"Ming-Hua Zeng, Xiao-Long Feng, Wei-Xiong Zhang, Xiao-Ming Chen",Dalton Transactions,5294,,2007-03-05,purple
LEYQUD,"catena-(bis(bis(μ3-Pyridine-2,6-dicarboxylato)-octa-aqua-di-neodymium) (μ12-phosphato)-tetracosakis(μ2-oxo)-dodecaoxo-undeca-molybdenum-vanadium dihydrate)",,10.1002/ejic.201201275,"Xiaoyu Liu, Li Wang, Xuena Yin, Rudan Huang",European Journal of Inorganic Chemistry,2181,,2013-05-26,
LEZWUK,"catena-(tris(Ammonium) tetrakis(μ3-oxo)-tris(μ2-pyridine-3,5-dicarboxylato)-bis(μ2-hydroxo)-pentacosakis(μ2-oxo)-pentadeca-aqua-nonaoxo-tri-lutetium-dodeca-tungsten tridecahydrate)",colorless,10.1016/j.ica.2013.03.012,"Dan-Dan Liu, Ya-Guang Chen",Inorganica Chimica Acta,70,401,2013-05-26,colorless
LIDWIG,"catena-[(μ4-Naphthalene-2,6-dicarboxylato)-(μ2-naphthalene-2,6-dicarboxylato)-bis(μ2-1,2-bis(4-pyridyl)ethene)-di-cobalt(ii) 1,2-bis(4-pyridyl)ethene]",pink,10.1039/C2CE25092F,"R.Saha, S.Kumar",CrystEngComm,4980,14,2013-05-26,pink
LIDZUV,"catena-[(μ6-4,4'-Sulfonyldibenzoato)-calcium(ii) hydrate]",colorless,10.1039/c2ce05875h,"Chun-Ting Yeh, Wei-Cheng Lin, Sheng-Han Lo, Ching-Che Kao, Chia-Her Lin, Chun-Chuen Yang",CrystEngComm,1219,14,2013-05-26,colorless
LIJNOJ,catena-(tetrakis(μ3-3-(Pyridin-4-yl)benzoato)-di-manganese dimethylformamide solvate),colorless,10.1038/ncomms3534,"Hao-Long Zhou, Rui-Biao Lin, Chun-Ting He, Yue-Biao Zhang, Ningdong Feng, Qiang Wang, Feng Deng, Jie-Peng Zhang, Xiao-Ming Chen",Nature Communications,2534,4,2013-10-11,colorless
LIJXEI,"catena-(bis(μ4-Pamoato-O,O',O'',O''')-bis(μ3-acetato-O,O,O')-bis(μ3-hydroxo)-bis(μ2-acetato-O,O,O')-bis(μ2-4,4'-bipyridine-N,N')-penta-cadmium(ii) ethanol solvate)",colorless,10.1016/j.inoche.2006.10.031,"Ji-Jiang Wang, Meng-Lin Yang, Huai-Ming Hu, Gang-Lin Xue, Dong-Sheng Li, Qi-Zhen Shi",Inorganic Chemistry Communications,269,10,2008-01-17,colorless
LIKFOB,"catena-((μ6-1,2,4,5-benzenetetracarboxylate)-bis(diaqua-zinc(ii)) tetrahydrate)",colorless,10.1524/ncrs.2007.0042,"Zhong-Xiang Du, Jun-Xia Li, Gui-Ying Zhang, Hong-Wei Hou",Zeitschrift fur Kristallographie - New Crystal Structures,107,222,2008-01-17,colorless
LIQFEY,"catena-[dioxonium bis(μ7-5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylato)-tri-cadmium N,N-dimethylformamide solvate dihydrate]",colorless,10.1021/cg301224z,"Bing Zheng, Jiahuan Luo, Fang Wang, Yu Peng, Guanghua Li, Qisheng Huo, Yunling Liu",Crystal Growth and Design,1033,13,2013-10-16,colorless
LITCUO,"catena-[(μ8-5,5'-(2,3,6,7-Tetramethoxyanthracene-9,10-diyl)diisophthalato)-(μ6-5,5'-(2,3,6,7-tetramethoxyanthracene-9,10-diyl)diisophthalato)-hexa-aqua-tetra-cobalt N,N-dimethylacetamide 1-methylpyrrolidin-2-one solvate dihydrate]",,10.1039/C3CE42152J,"Fuling Liu, Liangliang Zhang, Rongming Wang, Jie Sun, Jie Yang, Zhen Chen, Xingpo Wang, Daofeng Sun",CrystEngComm,2917,16,2014-02-24,
